predicate,argument,role_type,sentence 1,sub-fit score 1,sentence 2,sub-fit score 2,sentence 3,sub-fit score 3,sentence 4,sub-fit score 4,sentence 5,sub-fit score 5,actual_fit,exp_fit
excuse,drummer,ARG1,The drummer excused himself for arriving late to the rehearsal.,1.0,The drummer was excused by the band for missing the sound check.,1.0,The drummer excused his absence from the tour due to a family emergency.,1.0,,0.9,The drummer excused his mistake during the live performance with a sheepish grin.,1.0,2.1,0.98
excuse,optometrist,ARG0,The optometrist excused herself from the meeting due to an emergency patient.,1.0,The optometrist excused his lateness by explaining the unexpected complexity of the previous consultation.,1.0,"The optometrist excused her absence at the conference, citing a sudden outbreak of eye infections in the community.",1.0,"The optometrist excused himself from the panel discussion, as he had to perform an urgent surgery.",1.0,"The optometrist excused her inability to attend the workshop, mentioning her commitment to a charity eye camp.",1.0,3.9,1.0
excuse,optometrist,ARG1,The optometrist excused herself from the meeting due to an emergency patient appointment.,1.0,An optometrist excused his tardiness by explaining the unexpected complexity of a previous eye surgery.,1.0,"The optometrist excused her absence at the conference, citing a sudden influx of patients.",1.0,An optometrist excused himself from jury duty to ensure his patients could receive their scheduled treatments.,1.0,"The optometrist excused her delay in responding to emails, as she was conducting back-to-back eye examinations.",1.0,2.3,1.0
excuse,prince,ARG0,The prince excused his late arrival by blaming the unforeseen delay at the royal stables.,1.0,The prince excused himself from the dinner table to attend to an urgent matter.,1.0,"The prince excused the knight's behavior, attributing it to the stress of the recent battles.",1.0,"The prince excused his absence at the council meeting, citing his ill health as the reason.",1.0,"The prince excused the peasant's breach of protocol, understanding the hardship that led to it.",1.0,4,1.0
excuse,prince,ARG1,The prince excused himself from the dinner table to attend to urgent matters.,1.0,"In a surprising turn of events, the prince excused his behavior by citing overwhelming stress.",1.0,"The prince excused the knight for arriving late to the ceremony, understanding the challenges of the journey.",1.0,"During the council meeting, the prince excused his absence last week due to a diplomatic mission.",1.0,"The prince excused the villagers from paying taxes this season, acknowledging their hardships.",1.0,4.4,1.0
execute,hangman,ARG0,The hangman executed the condemned prisoner with precision.,1.0,"In medieval times, the hangman executed justice on the king's behalf.",1.0,"The hangman executed his duties without hesitation, ensuring the law was upheld.",1.0,"Throughout history, the hangman executed many, becoming a symbol of fear and retribution.",1.0,The hangman executed the sentence as the crowd watched in silence.,1.0,5.1,1.0
execute,hangman,ARG1,The hangman executes the sentence as per the court's order.,1.0,"In medieval times, the hangman executed many condemned by the king.",1.0,The hangman executes his duties with a grim sense of responsibility.,1.0,"After a fair trial, the hangman executed the pirate for his crimes.",1.0,"The hangman executed the task with precision, ensuring a quick end.",1.0,3.9,1.0
execute,hostages,ARG0,,0.1,,0.1,,0.1,,0.1,,0.1,1.7,0.1
execute,hostages,ARG1,The terrorists threatened to execute the hostages if their demands were not met.,1.0,"In a tragic turn of events, the captors decided to execute the hostages before the rescue operation could begin.",1.0,"The international community condemned the decision to execute the hostages, calling it a heinous act of violence.",1.0,News outlets reported the shocking development that the kidnappers had executed the hostages overnight.,1.0,"Efforts to negotiate the release of the hostages failed, leading to the grim outcome where they were executed.",1.0,4.9,1.0
execute,martyr,ARG0,,0.1,,0.1,,0.1,,0.1,,0.1,2.7,0.1
execute,martyr,ARG1,The regime decided to execute the martyr for his unwavering beliefs.,1.0,Authorities will execute the martyr at dawn for defying the state's orders.,1.0,"To silence his influence, they chose to execute the martyr in the public square.",1.0,,0.9,"In an act of defiance, the martyr faced his execution with courage and dignity.",1.0,4,0.98
execute,murderer,ARG0,,0.1,,0.1,,0.1,,0.1,,0.1,6.6,0.1
execute,murderer,ARG1,The state will execute the murderer next Friday.,1.0,Authorities plan to execute the murderer for his crimes.,1.0,"After years of appeals, they finally execute the murderer.",1.0,The decision to execute the murderer was met with mixed reactions.,1.0,,0.9,4.9,0.98
execute,nun,ARG0,,0.1,,0.1,,0.1,,0.1,,0.1,1.1,0.1
execute,nun,ARG1,The government decided to execute the nun for her alleged espionage activities.,1.0,"In the dystopian novel, the regime would execute the nun as a warning to others.",1.0,"Under the tyrant's orders, they had to execute the nun who led the resistance.",1.0,"The king, believing her to be a witch, commanded his soldiers to execute the nun.",1.0,The revolutionary court found the nun guilty of treason and decided to execute her.,1.0,1.3,1.0
execute,plumber,ARG0,The plumber executed the complex piping system installation flawlessly.,1.0,"In the renovation project, the plumber executed all water connections according to the blueprint.",1.0,"With precision, the plumber executed the repair of the leaky pipe under the sink.",1.0,The plumber executed a series of tests to ensure the new boiler system worked perfectly.,1.0,"Under tight deadlines, the plumber executed the installation of all bathroom fixtures without a hitch.",1.0,1.6,1.0
execute,plumber,ARG1,The state decided to execute the plumber for his involvement in espionage activities.,1.0,"In a surprising turn of events, the king ordered to execute the plumber accused of plotting against the crown.",1.0,"Due to a bizarre law from ancient times, the village had to execute the plumber for accidentally discovering the hidden treasure.",1.0,"The revolutionary group decided to execute the plumber, believing him to be a spy for the enemy.",1.0,"Under the tyrant's orders, the army was forced to execute the plumber for his alleged role in the underground resistance movement.",1.0,1.4,1.0
execute,strategy,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,1.9,0.0
execute,strategy,ARG1,The company decided to execute a new marketing strategy to increase sales.,1.0,"After months of planning, the team was ready to execute their strategy for the project.",1.0,"To counter the competition, the business had to quickly execute an innovative strategy.",1.0,The general decided to execute a surprise strategy to outmaneuver the enemy forces.,1.0,"In order to achieve their goals, the organization had to carefully execute their long-term strategy.",1.0,4.8,1.0
execute,terrorists,ARG0,,0.1,,0.1,,0.1,,0.1,,0.1,6.1,0.1
execute,terrorists,ARG1,The government decided to execute the terrorists after a fair trial.,1.0,Authorities will execute the terrorists at dawn as a part of the final verdict.,1.0,"To ensure national security, the state plans to execute the terrorists captured last month.",1.0,"After years of investigation, the military received orders to execute the terrorists responsible for numerous attacks.",1.0,"In a controversial decision, the international tribunal authorized the country to execute the terrorists.",1.0,4,1.0
exile,criminal,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,2.2,0.0
exile,criminal,ARG1,The government decided to exile the criminal to a remote island.,1.0,Authorities will exile the criminal as punishment for his heinous crimes.,1.0,"To ensure public safety, the judge ruled to exile the criminal to another country.",1.0,"The criminal, notorious for his escape attempts, was exiled to an isolated location.",1.0,"After a long deliberation, it was concluded that exiling the criminal was the best course of action.",1.0,5.5,1.0
exile,dictator,ARG0,,0.8,,0.8,,0.8,,0.8,,0.8,6,0.8
exile,dictator,ARG1,The government decided to exile the dictator after the coup.,1.0,International pressure forced the country to exile the dictator.,1.0,The dictator was exiled to a remote island for his crimes.,1.0,"After losing power, the dictator was exiled by the new regime.",1.0,The dictator faced exile as a consequence of his oppressive rule.,1.0,4.1,1.0
expect,housewife,ARG0,The housewife expects the delivery to arrive by noon.,1.0,A housewife expects her family to help with the household chores.,1.0,The housewife expects the repairman to fix the dishwasher today.,1.0,"Every morning, the housewife expects a bit of quiet time before the household wakes up.",1.0,The housewife expects the grocery prices to go up next month.,1.0,4.8,1.0
expect,housewife,ARG1,The housewife expects the delivery to arrive by noon.,1.0,A housewife expects her children to do their homework before dinner.,1.0,The housewife expects to finish her chores before the guests arrive.,1.0,"Every morning, the housewife expects a call from her neighbor to discuss daily plans.",1.0,The housewife expects the repairman to fix the dishwasher by today.,1.0,2.6,1.0
expect,mailman,ARG0,The mailman expects to deliver all the packages by noon.,1.0,,0.9,The mailman expects the holiday season to be the busiest time of year.,1.0,"On rainy days, the mailman expects to get soaked despite the waterproof gear.",1.0,The mailman expects to find the streets empty during the early hours of his route.,1.0,2.5,0.98
expect,mailman,ARG1,The mailman expects the neighborhood dogs to be calm during deliveries.,1.0,"Every morning, the mailman expects to find the streets empty and quiet.",1.0,The mailman expects a thank you note from the Johnsons for delivering their package safely.,1.0,"On rainy days, the mailman expects the sidewalks to be slippery.",1.0,The mailman expects to finish his route by 3 PM every day.,1.0,4.8,1.0
expect,package,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,1.3,0.0
expect,package,ARG1,The package is expected to arrive by noon.,1.0,,0.1,The package was expected last week but hasn't arrived yet.,1.0,Is the package expected to come through standard mail or courier?,1.0,,0.1,5.5,0.64
